 # i        kappa            theta           
 0          931.2447866      0.1227355726    
 1          994.1262184      0.402162798     
 2          864.9600377      0.6768641301    
 3          911.7552501      0.9138177924    
 4          936.228099       1.185919489     
 5          1147.751107      1.603550261     
 6          854.6453163      1.969807015     
 7          910.2457752      2.223892011     
 8          866.7020387      2.478765599     
 9          953.9774022      2.740496309     
 10         1036.72351       3.033403387     
 11         1112.3697        3.407385593     
 12         1077.294368      3.743596121     
 13         1014.48881       4.05813583      
 14         936.4586053      4.355015719     
 15         895.3054619      4.621759478     
 16         943.7421326      4.884119437     
 17         967.6509418      5.148326732     
 18         1173.211682      5.515077795     
 19         1023.721169      5.956317836     
 20         532.2402125      6.204796099     
