 # i        kappa            theta           
 0          2.8954           0               
 1          0.719507         0.00834997      
 2          6.71202          0.00875658      
 3          0.478214         0.00891793      
 4          2.95199          0.0128402       
 5          0.645063         0.0130428       
 6          4.24845          0.0151528       
 7          2.6294           0.0163          
 8          1.39774          0.016702        
 9          0.561234         0.0168315       
 10         5.15244          0.0243093       
 11         6.96566          0.0274709       
 12         1.75819          0.0278842       
 13         2.40011          0.0311628       
 14         2.98711          0.0344859       
 15         0.656475         0.0346885       
 16         2.1804           0.0364873       
 17         6.34293          0.0383924       
 18         2.65047          0.0413362       
 19         3.07452          0.0446148       
 20         4.14539          0.0602864       
 21         0.784813         0.060489        
 22         3.35471          0.0673895       
 23         2.1434           0.0759742       
 24         1.22229          0.0769581       
 25         2.38132          0.0769938       
 26         0.667395         0.0792109       
 27         8.65163          0.0797339       
 28         0.499696         0.0799881       
 29         2.32281          0.0818641       
 30         2.11429          0.0872158       
 31         2.06034          0.0877825       
 32         0.67856          0.0900089       
 33         3.9201           0.0902832       
 34         0.692084         0.0905575       
 35         0.715112         0.0970308       
 36         5.44828          0.0973733       
 37         0.711859         0.0977158       
 38         1.3465           0.100934        
 39         2.52973          0.10417         
 40         1.76989          0.106973        
 41         2.60074          0.107494        
 42         2.12508          0.108059        
 43         0.302592         0.108093        
 44         4.6542           0.111541        
 45         2.06931          0.113447        
 46         0.672473         0.11482         
 47         5.14875          0.115195        
 48         0.66183          0.115505        
 49         2.95139          0.127014        
 50         7.02006          0.130908        
 51         0.471202         0.134328        
 52         2.6378           0.134413        
 53         0.687343         0.134615        
 54         3.00019          0.137852        
 55         4.10333          0.151368        
 56         2.8308           0.154758        
 57         0.593371         0.15496         
 58         3.13231          0.155734        
 59         2.34953          0.158197        
 60         2.89041          0.16152         
 61         0.645453         0.161722        
 62         5.27348          0.164111        
 63         2.60427          0.16498         
 64         0.580158         0.165182        
 65         3.8084           0.168529        
 66         7.59446          0.177741        
 67         3.43989          0.180088        
 68         4.42739          0.183543        
 69         2.03179          0.184661        
 70         4.23873          0.188029        
 71         0.686447         0.188304        
 72         2.47378          0.19154         
 73         2.49812          0.194819        
 74         8.04449          0.198276        
 75         2.83811          0.205011        
 76         4.56661          0.211368        
 77         3.21957          0.211613        
 78         2.71593          0.215964        
 79         1.65192          0.221605        
 80         1.44702          0.221885        
 81         2.79143          0.222206        
 82         2.58246          0.224883        
 83         3.7207           0.23074         
 84         2.39353          0.232047        
 85         2.56137          0.236361        
 86         2.46984          0.238781        
 87         4.89271          0.242104        
 88         2.09656          0.245473        
 89         2.84666          0.246449        
 90         0.665508         0.246651        
 91         0.688422         0.253124        
 92         4.83516          0.253467        
 93         0.676089         0.253809        
 94         2.717            0.257067        
 95         0.632421         0.257269        
 96         5.15461          0.259477        
 97         1.56135          0.261187        
 98         0.614266         0.261316        
 99         4.59555          0.264618        
 100        1.32866          0.265234        
 101        2.1845           0.265636        
 102        0.572511         0.265838        
 103        1.87975          0.272354        
 104        8.46542          0.273482        
 105        1.89816          0.275632        
 106        3.07673          0.277431        
 107        2.03635          0.280443        
 108        3.92241          0.282538        
 109        2.90716          0.28359         
 110        2.83224          0.28698         
 111        1.76955          0.287382        
 112        1.28432          0.294507        
 113        5.98301          0.294763        
 114        1.13627          0.29554         
 115        1.12922          0.295813        
 116        4.01676          0.296428        
 117        0.592636         0.296771        
 118        4.24941          0.30176         
 119        5.46762          0.303546        
 120        3.54119          0.307063        
 121        2.5337           0.31478         
 122        1.42639          0.314865        
 123        1.54213          0.317787        
 124        5.61104          0.318459        
 125        2.43077          0.318693        
 126        9.08328          0.325629        
 127        4.24651          0.326228        
 128        2.22249          0.33036         
 129        1.68403          0.332448        
 130        0.642463         0.332577        
 131        2.18396          0.333887        
 132        2.42384          0.335814        
 133        2.77228          0.339092        
 134        2.81482          0.349017        
 135        2.64146          0.35187         
 136        3.42117          0.355841        
 137        2.12981          0.356905        
 138        2.2257           0.359334        
 139        4.72053          0.361234        
 140        4.13236          0.36709         
 141        2.84001          0.367951        
 142        2.97003          0.369521        
 143        2.01121          0.371274        
 144        3.0622           0.373034        
 145        1.84088          0.374553        
 146        1.73955          0.375272        
 147        1.92613          0.375791        
 148        2.63255          0.384617        
 149        2.50227          0.386542        
 150        2.515            0.388994        
 151        2.09845          0.392273        
 152        3.40091          0.392911        
 153        6.77301          0.399114        
 154        2.12296          0.407049        
 155        1.94554          0.408072        
 156        2.73746          0.410157        
 157        8.11611          0.410996        
 158        1.33751          0.41184         
 159        0.514274         0.411969        
 160        3.25105          0.415227        
 161        2.54239          0.417832        
 162        0.505114         0.418035        
 163        3.95579          0.41853         
 164        2.55239          0.421271        
 165        11.1185          0.437526        
 166        2.34951          0.438698        
 167        1.47339          0.443472        
 168        0.659495         0.450228        
 169        2.50803          0.450431        
 170        0.624367         0.450633        
 171        2.09109          0.451501        
 172        2.25335          0.45428         
 173        2.8039           0.456839        
 174        1.57981          0.457559        
 175        1.50849          0.458589        
 176        8.23365          0.459384        
 177        1.59854          0.459947        
 178        3.74436          0.463306        
 179        2.90578          0.467263        
 180        3.2288           0.477878        
 181        3.24569          0.481486        
 182        3.01995          0.491637        
 183        4.11426          0.495628        
 184        1.99003          0.499344        
 185        1.86158          0.499936        
 186        3.18505          0.501172        
 187        4.69767          0.502992        
 188        2.49224          0.505035        
 189        2.58017          0.51174         
 190        2.39481          0.513245        
 191        2.04992          0.515019        
 192        2.11434          0.515403        
 193        1.42151          0.524902        
 194        0.628658         0.528286        
 195        11.3803          0.528695        
 196        0.725124         0.52927         
 197        1.39563          0.532488        
 198        4.48691          0.542379        
 199        1.86752          0.542898        
 200        2.04359          0.545039        
 201        4.58374          0.546266        
 202        1.49609          0.551123        
 203        2.6357           0.551209        
 204        4.26868          0.554492        
 205        4.28817          0.555332        
 206        0.66632          0.558611        
 207        3.81576          0.558885        
 208        0.679253         0.55916         
 209        3.84683          0.565807        
