 # i        kappa            theta           
 120        3.422818729      0.7452132771    
 121        9.843377905      0.7473177508    
 122        3.537416238      0.7502175068    
 123        6.790921702      0.7572755964    
 124        2.348080758      0.7605605696    
 125        3.603962615      0.7674259009    
 126        5.304248332      0.7702398127    
 127        4.519295526      0.7731598242    
 128        6.967574983      0.7774937906    
 129        3.223790099      0.7814664298    
 130        5.985903628      0.7840495134    
 131        9.341252878      0.7967500348    
 132        4.324219591      0.8020801187    
 133        6.876355384      0.8095777327    
 134        4.970871885      0.8143381699    
 135        3.196012683      0.8166015687    
 136        5.585491914      0.8215214914    
 137        5.947141202      0.8244140573    
 138        6.370941387      0.832457176     
 139        4.128663346      0.8380315853    
 140        5.286398996      0.8437437055    
 141        8.239810664      0.848841146     
 142        7.798974033      0.8526976349    
 143        6.288803774      0.8580114864    
 144        2.925309112      0.8697379171    
 145        4.464509936      0.8710736507    
 146        4.067961604      0.8787862643    
 147        4.695481594      0.8845975462    
 148        1.266481198      0.8864986073    
 149        3.453060358      0.8883531794    
 150        4.549290911      0.9022360945    
 151        7.536267328      0.9157485048    
 152        3.959311728      0.9181990327    
 153        1.182369355      0.9203853563    
 154        4.089014101      0.922494216     
 155        3.263856795      0.9260239409    
 156        7.888605152      0.9292056565    
 157        2.173623988      0.9310091299    
 158        3.153034533      0.9336752055    
 159        7.256405735      0.9476770857    
 160        7.850840103      0.9547385388    
 161        9.473951769      0.9711686291    
 162        3.691932962      0.9769156599    
 163        5.509795444      0.9798201955    
 164        4.999912488      0.9856791989    
 165        3.402594056      0.9890692704    
 166        7.448150606      0.9907648812    
 167        2.877868497      0.9984281175    
 168        7.529689881      1.004437186     
 169        5.85915835       1.006514427     
 170        4.143340277      1.014951888     
 171        5.635238867      1.022512792     
 172        2.896557267      1.026813718     
 173        9.248164933      1.03259274      
 174        3.23704133       1.03704248      
 175        6.164240672      1.041560943     
 176        6.388487625      1.043509191     
 177        4.760316726      1.049054924     
 178        5.140421188      1.05643928      
 179        3.550163272      1.058703123     
 180        7.794678838      1.068761861     
 181        4.532433876      1.074414802     
 182        9.773837608      1.07794731      
 183        2.0442748        1.083295225     
 184        2.885231264      1.085541074     
 185        7.551014856      1.089707158     
 186        4.536494376      1.099477839     
 187        5.8506239        1.106485759     
 188        7.289722394      1.111558023     
 189        2.803492611      1.115424973     
 190        3.166191669      1.118423311     
 191        4.499165063      1.12157914      
 192        6.593086822      1.1244855       
 193        2.893257294      1.129283745     
 194        1.202406901      1.13116808      
 195        4.180633756      1.133042135     
 196        10.9061419       1.144480222     
 197        3.745782597      1.148756912     
 198        2.297631909      1.151586712     
 199        5.688761255      1.154662017     
 200        5.210452498      1.156776304     
 201        2.89276083       1.158993842     
 202        3.075685015      1.164683417     
 203        9.411373865      1.172931447     
 204        7.001851778      1.178968976     
 205        4.171473585      1.181376884     
 206        5.716564829      1.184876804     
 207        4.279520379      1.192025507     
 208        9.499057822      1.202367705     
 209        5.493072812      1.207189907     
 210        3.69266615       1.210717119     
 211        8.158929507      1.214015573     
 212        2.769362217      1.217767348     
 213        3.95824633       1.220768602     
 214        4.542576806      1.224850342     
 215        2.482165489      1.231723453     
 216        3.816668531      1.238736473     
 217        9.117020955      1.242966197     
 218        5.704521456      1.24736787      
 219        3.095506243      1.25076099      
 220        8.436725904      1.25372434      
 221        3.155767955      1.25991133      
 222        5.358335637      1.262440354     
 223        5.747721729      1.271297509     
 224        4.270454124      1.275721203     
 225        9.494801681      1.283055004     
 226        4.124497982      1.287515172     
 227        4.339995829      1.290620308     
 228        3.45482546       1.295385481     
 229        5.040741956      1.298203279     
 230        7.699573169      1.301831536     
 231        2.92144039       1.309360518     
 232        3.98130397       1.312547806     
 233        2.947436067      1.316324189     
 234        4.432199093      1.319495922     
 235        3.309979844      1.322870058     
 236        5.643505408      1.325259972     
 237        4.834797989      1.327207332     
 238        2.481973179      1.333195168     
 239        3.669088485      1.34032881      
 240        9.865194241      1.342414184     
 241        3.942668025      1.346267928     
 242        3.408008641      1.350538505     
 243        5.842757631      1.353195871     
 244        3.718932472      1.361358082     
 245        8.632296273      1.368697258     
 246        7.983901389      1.429710779     
 247        6.294756676      1.45619735      
 248        6.762025103      1.475215042     
 249        13.80032023      1.481255024     
 250        1.318481297      1.49040479      
 251        7.054055689      1.496313555     
 252        3.490120839      1.511833173     
 253        13.05742345      1.521593271     
 254        12.39851083      1.536854992     
 255        3.732758276      1.540156021     
 256        4.871469898      1.561647471     
 257        9.468186952      1.567719489     
 258        6.478656962      1.57173913      
 259        3.838122731      1.575730171     
 260        1.415917099      1.579382316     
 261        8.304127934      1.579794006     
 262        2.605783059      1.583656895     
 263        8.028649999      1.587132603     
 264        2.220580152      1.590184947     
 265        2.992479624      1.59142147      
 266        5.778917627      1.599746232     
 267        3.697393369      1.611929364     
 268        3.317132606      1.616627278     
 269        7.038800545      1.618250229     
 270        14.041064        1.626766295     
 271        3.496592415      1.633798521     
 272        3.581200107      1.637258761     
 273        3.525533243      1.640805356     
 274        7.435631541      1.656473335     
 275        8.761782908      1.672662362     
 276        3.797326633      1.67711445      
 277        15.67752073      1.686129792     
 278        8.936855133      1.689691344     
 279        4.224301436      1.699015625     
 280        5.436325896      1.70732011      
 281        8.354668336      1.708872953     
 282        6.527032603      1.715432323     
 283        5.953013505      1.717583306     
 284        4.29338552       1.724119594     
 285        3.518685798      1.727188544     
 286        5.418440292      1.733003694     
 287        7.340233623      1.736196093     
 288        5.417305491      1.740228187     
 289        3.267155403      1.743830234     
 290        4.695828719      1.747308185     
 291        1.760893651      1.756226931     
 292        13.27648585      1.759060602     
 293        2.313416474      1.764605026     
 294        2.211398614      1.769396504     
 295        5.343409213      1.77399439      
 296        6.61246226       1.780630519     
 297        4.191464033      1.790525554     
 298        12.82592754      1.792709577     
 299        4.01308162       1.796364079     
 300        2.596755487      1.799942092     
 301        4.603582011      1.805562803     
 302        13.2023378       1.809421525     
 303        5.793067172      1.818007456     
 304        4.991192853      1.82357221      
 305        3.12149884       1.829120118     
 306        5.756361845      1.831212564     
 307        1.798482125      1.832545955     
 308        5.057414652      1.842050513     
 309        10.1465689       1.853257099     
 310        2.101399984      1.854208402     
 311        6.948245438      1.860644393     
 312        10.84284064      1.86415481      
 313        2.560206096      1.864662797     
 314        4.111509714      1.869812598     
 315        9.409902978      1.878421398     
 316        3.376759375      1.884329559     
 317        3.364303301      1.887791344     
 318        4.517328161      1.891414154     
 319        1.211397932      1.893650894     
 320        6.5811072        1.895687805     
 321        7.575079981      1.905374577     
 322        3.624161197      1.908092156     
 323        2.471595195      1.913643039     
 324        5.537663141      1.914770558     
 325        7.51838923       1.917702576     
 326        2.494798829      1.91868279      
 327        3.275161429      1.922140825     
 328        3.511140814      1.925599497     
 329        3.199364768      1.929157958     
 330        4.809770427      1.934781686     
 331        9.319990568      1.944168352     
 332        8.623367184      1.968411539     
 333        5.150107663      1.972448502     
 334        9.171824639      1.996376265     
 335        8.760691508      2.009496862     
 336        4.164769594      2.018890141     
 337        3.597883491      2.039329661     
 338        0.9067614508     2.04279595      
 339        8.001176536      2.043172123     
 340        6.230587122      2.051556125     
 341        9.277622179      2.059867505     
 342        4.251265921      2.070048796     
 343        14.92831633      2.080901009     
 344        4.66424442       2.106886408     
 345        8.072398701      2.10942261      
 346        5.284570331      2.117239487     
 347        6.129185284      2.123270487     
 348        10.56617143      2.131511131     
 349        4.69354985       2.142220893     
 350        4.195532226      2.144601895     
 351        9.939196143      2.147412341     
 352        13.16090546      2.16842682      
 353        15.49292283      2.288022952     
 354        11.27281652      2.354239448     
 355        5.138156991      2.483837761     
 356        16.64522638      2.507645136     
 357        2.626918992      2.625369098     
 358        3.423951344      2.650040533     
 359        4.316518609      2.651421656     
 360        2.738722122      2.652364772     
 361        3.498912928      2.655918058     
 362        9.728445699      2.659663519     
 363        3.035425878      2.663737469     
 364        4.314352137      2.666876654     
 365        2.425762887      2.670522934     
 366        6.896450194      2.67479165      
 367        3.83686172       2.682595404     
 368        5.258257966      2.685355327     
 369        3.095723472      2.687668592     
 370        2.331356777      2.689804524     
 371        7.089537823      2.697057609     
 372        3.972580004      2.701991412     
 373        5.362362936      2.705017538     
 374        3.952748782      2.712788494     
 375        11.10189211      2.722855467     
 376        4.243253538      2.726622521     
 377        5.126428694      2.730014149     
 378        10.02774749      2.73726403      
 379        4.811026326      2.741225151     
 380        6.549375877      2.747005551     
 381        11.61686374      2.757310761     
 382        4.107195843      2.761147582     
 383        6.315098839      2.771098014     
 384        2.327300589      2.775634276     
 385        1.219783395      2.778132625     
 386        4.035951527      2.780063439     
 387        3.161991073      2.783592332     
 388        7.484010215      2.787019433     
 389        7.579674652      2.791067557     
 390        3.573678854      2.794040251     
 391        2.588001607      2.798579286     
 392        4.673567761      2.80212892      
 393        6.788834874      2.807555973     
 394        7.935313042      2.812511578     
 395        5.641562342      2.822000097     
 396        5.079056795      2.828223286     
 397        2.846698632      2.832516926     
 398        6.110497569      2.836661587     
 399        4.251963955      2.839065515     
 400        2.973538444      2.84394886      
 401        3.896303565      2.849129353     
 402        3.401970094      2.853977607     
 403        8.069405347      2.856930946     
 404        4.340633532      2.859184628     
 405        10.7351604       2.868070431     
 406        3.139688386      2.873329818     
 407        7.07255343       2.876197        
 408        4.447037186      2.880744732     
 409        2.20714635       2.884988223     
 410        6.496386867      2.88976447      
 411        6.206303413      2.901535063     
 412        5.061864454      2.908290989     
 413        5.104024041      2.915165788     
 414        5.491222554      2.919308752     
 415        4.869554649      2.925085198     
 416        4.761842267      2.933487889     
 417        3.746669768      2.935869025     
 418        3.940395158      2.940675861     
 419        7.272621885      2.947123579     
 420        5.876013131      2.952117985     
 421        4.771212207      2.957766218     
 422        4.20769133       2.962183289     
 423        4.28609656       2.96353688      
 424        2.486129443      2.96834739      
 425        4.932523384      2.970747779     
 426        3.36277983       2.97392212      
 427        3.155969763      2.977381213     
 428        2.971274548      2.978922226     
 429        4.006489099      2.980609769     
 430        3.043708219      2.984418442     
 431        4.065083627      2.992467304     
 432        3.037481008      3.001620199     
 433        6.074055407      3.005213408     
 434        6.155475663      3.013394821     
 435        3.680764617      3.020823522     
 436        4.057080976      3.024641646     
 437        5.848536057      3.028577513     
 438        4.129326668      3.033677712     
 439        7.782882745      3.038023115     
 440        4.459996967      3.042079898     
 441        6.456770499      3.047914746     
 442        5.904142959      3.055659287     
 443        5.127570516      3.062949268     
 444        3.850006879      3.064497814     
 445        6.229790579      3.067325993     
 446        2.121723384      3.070628124     
 447        4.271947708      3.074367648     
 448        3.587785728      3.07593448      
 449        3.933743647      3.082652058     
 450        4.820758759      3.086318936     
 451        3.398817475      3.091849421     
 452        5.750814318      3.094740359     
 453        5.582494403      3.102409855     
 454        7.69139848       3.109692586     
 455        3.274659559      3.112928565     
 456        2.651179072      3.115378869     
 457        4.542814395      3.119948123     
 458        8.45279569       3.123914312     
 459        3.109253318      3.127863459     
 460        5.348875571      3.134286879     
 461        13.44858071      3.145954068     
 462        11.40734567      3.154470232     
 463        4.49774748       3.163077545     
 464        7.768930231      3.173997491     
 465        5.2617368        3.177693752     
 466        3.138629143      3.179138918     
 467        5.627533991      3.184907349     
 468        3.742300338      3.18837352      
 469        5.580538525      3.197088275     
 470        4.39588762       3.200557484     
 471        5.275621069      3.204264872     
 472        6.026918758      3.20574128      
 473        5.160150323      3.214848961     
 474        2.132046265      3.217416347     
 475        8.995694199      3.221672136     
 476        3.392992102      3.228619885     
 477        4.02424455       3.232284242     
 478        6.210523927      3.237918191     
 479        4.074566958      3.245548821     
 480        3.246365243      3.251249943     
 481        12.76729748      3.253893989     
 482        11.92523571      3.258796024     
 483        5.110792277      3.272414314     
 484        2.265420584      3.277328339     
 485        2.101628278      3.280634631     
 486        2.275818889      3.282937139     
 487        13.09059762      3.285549892     
 488        1.722599142      3.286104011     
 489        3.712101509      3.290803969     
 490        4.737622957      3.294008128     
 491        4.395496766      3.299718964     
 492        5.881110782      3.304366816     
 493        7.887255404      3.31183759      
 494        3.514917145      3.317451551     
 495        3.931283966      3.320563273     
 496        4.661906581      3.325055899     
 497        2.507552855      3.328375916     
 498        4.728822429      3.331835357     
 499        4.437143183      3.337144957     
 500        3.8678014        3.339242792     
 501        5.842302877      3.347797837     
 502        4.666076092      3.352548179     
 503        3.293618697      3.355684674     
 504        5.220411731      3.358242048     
 505        3.228368387      3.358497342     
 506        2.256015647      3.361941095     
 507        6.012757183      3.369862136     
 508        3.313958251      3.375036213     
 509        5.938852433      3.378793163     
 510        5.243042527      3.382768443     
 511        5.663538566      3.385972626     
 512        1.159546911      3.390015718     
 513        8.251290189      3.393704924     
 514        6.131718161      3.397166634     
 515        2.699358733      3.400660356     
 516        7.4468825        3.408955751     
 517        4.07217937       3.414723116     
 518        8.882526009      3.42122684      
 519        5.356455197      3.425330411     
 520        4.932928149      3.434744362     
 521        3.608057727      3.438772866     
 522        4.196745541      3.443717952     
 523        9.308364699      3.45178842      
 524        6.666781438      3.461308151     
 525        2.10795693       3.470900734     
 526        12.17345951      3.474395166     
 527        3.99736858       3.478028687     
 528        5.186453057      3.48149156      
 529        2.64935677       3.482542672     
 530        4.879399117      3.486209317     
 531        9.522824993      3.493684818     
 532        3.030529106      3.49701012      
 533        3.257830312      3.499681669     
 534        4.527576076      3.503136534     
 535        2.834312853      3.507719189     
 536        16.44235638      3.510207171     
 537        7.290584275      3.525158091     
 538        2.367118745      3.53460033      
 539        4.999137784      3.53834846      
 540        4.11853966       3.542281126     
 541        4.235700254      3.544367986     
 542        2.404888546      3.547572805     
 543        6.402175668      3.548679799     
 544        5.916076217      3.555898501     
 545        3.55656944       3.560052616     
 546        13.1525928       3.566330799     
 547        2.283567962      3.570026705     
 548        6.760792898      3.572648292     
 549        9.701838884      3.579276341     
 550        2.290050969      3.580431843     
 551        5.312984953      3.593680392     
 552        10.8960945       3.60437562      
 553        4.192976152      3.61590938      
 554        4.100248232      3.620956525     
 555        6.076252382      3.627652423     
 556        5.732947111      3.633489009     
 557        3.918548673      3.642421727     
 558        4.768813448      3.649283902     
 559        7.028191744      3.67340312      
 560        3.435701542      3.675918079     
 561        5.894780054      3.679290127     
 562        10.29181035      3.69912766      
 563        3.497796081      3.702449118     
 564        5.211620695      3.706131362     
 565        6.245349409      3.710256089     
 566        7.727452         3.716520603     
 567        6.544999816      3.722121094     
 568        7.900932747      3.726949278     
 569        9.037228175      3.738065253     
 570        4.70636945       3.756286798     
 571        6.680198966      3.76137798      
 572        6.32441232       3.766992855     
 573        6.639394755      3.776456591     
 574        5.162533828      3.779742305     
 575        7.398831143      3.787944161     
 576        9.700911978      3.813019568     
 577        5.95948607       3.819555357     
 578        7.102710009      3.826226713     
 579        4.264327032      3.829404724     
 580        3.382881589      3.832186895     
 581        5.502552263      3.834318471     
 582        7.133802056      3.841615341     
 583        9.999116256      3.84646057      
 584        4.198081217      3.854984656     
 585        7.086100208      3.869001662     
 586        4.784964778      3.896581872     
 587        7.125149079      3.913890298     
 588        6.027539645      3.927374341     
 589        1.565519457      3.930431284     
 590        11.40489194      3.93520946      
 591        6.534050078      3.94893242      
 592        4.845441113      3.956630906     
 593        7.798921831      3.961551612     
 594        4.699824246      3.969955105     
 595        8.75429031       3.974946044     
 596        4.600817574      3.978553592     
 597        6.269544648      3.996292134     
 598        6.013201014      4.000549441     
 599        10.02018216      4.020748752     
 600        3.474886268      4.062191806     
 601        8.561384898      4.074132224     
 602        8.640972959      4.079347091     
 603        5.442852499      4.083893912     
 604        11.76270025      4.112403667     
 605        9.286033802      4.119433033     
 606        8.081815052      4.129947091     
 607        10.10118379      4.147284545     
 608        5.875276854      4.151442579     
 609        2.70894872       4.173030132     
 610        4.117639645      4.176465171     
 611        1.384158032      4.18227056      
 612        14.27112113      4.183878947     
 613        1.560433299      4.18595317      
 614        4.472025916      4.193866314     
 615        4.466897325      4.198036484     
 616        5.930712442      4.200457301     
 617        8.03774653       4.206003869     
 618        4.772263698      4.212303075     
 619        4.814202884      4.219946795     
 620        6.137286588      4.227251777     
 621        3.921636754      4.235424332     
 622        3.169280363      4.238959447     
 623        1.203315155      4.241008438     
 624        5.098802892      4.242758617     
 625        10.3775184       4.263062828     
 626        8.238101533      4.274527298     
 627        9.470161978      4.286829602     
 628        6.31358087       4.298845972     
 629        5.495560647      4.306604805     
 630        4.088918771      4.313718542     
 631        9.813478818      4.334833492     
 632        4.741073433      4.34329495      
 633        8.21886671       4.3531417       
 634        4.282757007      4.355990947     
 635        10.76683844      4.372269574     
 636        2.783767193      4.376686715     
 637        10.10986072      4.380281196     
 638        2.81784881       4.383097895     
 639        6.078750736      4.386274779     
 640        3.200474259      4.390127208     
 641        3.466849638      4.391378699     
 642        4.843922927      4.395575979     
 643        5.477614394      4.408683809     
 644        7.622050792      4.417051169     
 645        10.39298712      4.43590607      
 646        6.228302169      4.458211382     
 647        12.04413696      4.464993333     
 648        3.274796383      4.469655738     
 649        7.824945072      4.477185278     
 650        9.682786944      4.504850325     
 651        6.10954521       4.517632729     
 652        10.12906164      4.52760521      
 653        8.225941596      4.547251892     
 654        12.4587531       4.586571723     
 655        10.97047374      4.61112144      
 656        1.967721288      4.613858982     
 657        11.07172975      4.621837686     
 658        4.770338977      4.632280774     
 659        4.617179205      4.637324497     
 660        6.617157823      4.647742886     
 661        5.48029519       4.65530702      
 662        6.064294924      4.694388703     
 663        5.616964449      4.712502759     
 664        6.234612655      4.716903908     
 665        5.486336433      4.724155046     
 666        4.922101932      4.728073193     
 667        6.049938753      4.732500526     
 668        5.308502252      4.735180283     
 669        4.838518423      4.742806867     
 670        5.880752757      4.749923217     
 671        5.303698461      4.75765444      
 672        7.231692205      4.765133366     
 673        5.570466773      4.776705226     
 674        4.293647906      4.783463441     
 675        3.232275256      4.787886468     
 676        10.40340626      4.79383227      
 677        4.50330667       4.801287928     
 678        4.379987244      4.805256993     
 679        5.068170567      4.808406875     
 680        5.938312256      4.819820681     
 681        5.157414003      4.824785299     
 682        9.117361982      4.832891444     
 683        4.23247157       4.83655231      
 684        5.796644104      4.842381821     
 685        6.94514153       4.85260946      
 686        5.922832227      4.860232259     
 687        5.633321762      4.863783262     
 688        2.827902059      4.868633282     
 689        4.348337609      4.870052555     
 690        5.110183351      4.874491642     
 691        5.592757042      4.879078143     
 692        6.96692724       4.883045571     
 693        6.229405367      4.890875802     
 694        6.927330413      4.895889108     
 695        4.327550266      4.907460363     
 696        9.719297657      4.910269843     
 697        4.441009517      4.91363533      
 698        5.676617446      4.917900241     
 699        3.696291098      4.921276204     
 700        8.14037462       4.934719705     
 701        6.268133005      4.941364537     
 702        6.192468332      4.947099812     
 703        5.307567918      4.95387519      
 704        6.364301499      4.962849898     
 705        2.597921453      4.965983145     
 706        4.76997399       4.968440033     
 707        4.748586539      4.977002795     
 708        4.523111057      4.980335269     
 709        5.660143652      4.983611392     
 710        3.426052998      4.991269146     
 711        6.838717343      4.994787293     
 712        8.747191768      5.001581574     
 713        4.235747499      5.006173966     
 714        2.568198308      5.008480163     
 715        7.44840886       5.009296745     
 716        3.368235154      5.015144501     
 717        4.314327861      5.017491319     
 718        5.043330209      5.02359857      
 719        3.13544456       5.025527685     
 720        5.586208516      5.027561465     
 721        6.114970234      5.03158891      
 722        4.952718636      5.034236407     
 723        3.453700955      5.037571724     
 724        4.468759933      5.042331528     
 725        5.11320358       5.054646553     
 726        5.822629528      5.059473966     
 727        2.400986715      5.065000154     
 728        4.502081473      5.068595355     
 729        2.161936822      5.072090858     
 730        4.05923535       5.074956126     
 731        4.508129388      5.079039029     
 732        4.396420777      5.083068734     
 733        3.118343506      5.086105165     
 734        7.789510378      5.088675105     
 735        4.137180584      5.097555964     
 736        6.815455362      5.101582774     
 737        4.528715203      5.105637371     
 738        14.39176539      5.12385508      
 739        4.762681554      5.132282329     
 740        1.157809462      5.134396652     
 741        4.717974847      5.136284107     
 742        3.306642539      5.139910353     
 743        5.638920918      5.144954909     
 744        4.503386464      5.148589751     
 745        5.703735788      5.153817175     
 746        3.9808315        5.157101215     
 747        7.411527558      5.161921638     
 748        4.821597508      5.164191999     
 749        4.560272011      5.171338694     
 750        7.065868003      5.175555886     
 751        2.451618523      5.180937899     
 752        3.702485773      5.190634977     
 753        11.86955291      5.193259235     
 754        4.060893642      5.19732926      
 755        6.416184724      5.20396586      
 756        6.460711727      5.208241539     
 757        2.23322519       5.214700768     
 758        7.097177384      5.21777581      
 759        2.800979498      5.221111565     
 760        2.315332557      5.224988173     
 761        6.018383779      5.229160664     
 762        7.213523269      5.234766339     
 763        4.352648181      5.240464933     
 764        5.305135192      5.245678714     
 765        6.129296603      5.249407714     
 766        9.095538694      5.2603595       
 767        3.14076313       5.264835521     
 768        7.137792336      5.267794085     
 769        8.361148481      5.28121597      
 770        5.318743909      5.293151649     
 771        3.098354326      5.293902781     
 772        4.224788194      5.297887105     
 773        3.964702355      5.302480115     
 774        6.31246595       5.308020679     
 775        9.766937427      5.313754434     
 776        2.533365867      5.321627101     
 777        6.843130138      5.325008191     
 778        8.56527672       5.340141481     
 779        5.337194118      5.344171581     
 780        11.60706025      5.356658388     
 781        8.751411709      5.367071299     
 782        7.150197165      5.381760169     
 783        9.210397969      5.408061471     
 784        6.259784702      5.431728365     
 785        7.021186111      5.441561788     
 786        3.671626559      5.457303768     
 787        15.45574365      5.458695998     
 788        6.504600139      5.469421757     
 789        5.47684113       5.522083702     
 790        8.500615968      5.525251596     
 791        3.756264621      5.532524407     
 792        3.294381683      5.536048978     
 793        1.251773345      5.537946326     
 794        6.432221446      5.53987592      
 795        8.43506232       5.550990354     
 796        4.799759473      5.561250271     
 797        4.696088262      5.571620253     
 798        11.87770971      5.579190575     
 799        6.736267111      5.588216167     
 800        8.178631019      5.596086224     
 801        4.875376952      5.612488049     
 802        6.6874487        5.625819        
 803        11.02170724      5.63485328      
 804        6.011400093      5.641434084     
 805        5.406519347      5.644953855     
 806        3.787358127      5.650842187     
 807        14.23676981      5.674471241     
 808        11.95725364      5.684860547     
 809        1.5346764        5.686313666     
 810        7.569126252      5.693093377     
 811        4.151870723      5.707025663     
 812        3.398792713      5.710099192     
 813        4.971971168      5.713585847     
 814        8.301155251      5.719639827     
 815        3.242343389      5.730292183     
 816        12.82756112      5.738134529     
 817        1.355447341      5.743012399     
 818        5.570065725      5.743748369     
 819        7.516327329      5.752284342     
 820        4.861503778      5.762433769     
 821        9.886354266      5.773461603     
 822        11.93928821      5.777217442     
 823        3.326305643      5.787529407     
 824        6.120028143      5.792386264     
 825        6.942836812      5.799765805     
 826        6.88173677       5.811525924     
 827        4.425933333      5.816153787     
 828        5.144710944      5.82225585      
 829        6.785203849      5.828447904     
 830        4.314772628      5.835913659     
 831        7.652437759      5.844432711     
 832        6.845363711      5.84812548      
 833        4.075606452      5.856742735     
 834        17.1630695       5.861246156     
 835        1.835773581      5.864452248     
 836        5.033515881      5.870173647     
 837        5.179483155      5.874012245     
 838        4.527629995      5.8764966       
 839        7.159927399      5.881388931     
 840        6.456063674      5.887438866     
 841        10.63636244      5.89250186      
 842        3.504372873      5.896159675     
 843        8.458365191      5.901034302     
 844        12.09794169      5.916154753     
 845        9.716591964      5.953988167     
 846        11.23711623      5.970146502     
 847        14.59997959      6.046367902     
 848        5.669608738      6.058408457     
 849        6.925755564      6.149044585     
 850        6.221752372      6.167875701     
 851        3.886858863      6.190623578     
 852        4.327519657      6.193787189     
 853        4.510991116      6.198078455     
 854        9.162114512      6.210149399     
 855        7.781213046      6.215660979     
 856        1.899972675      6.248492586     
 857        10.06806409      6.265198819     
 858        1.901376723      6.267882737     
 859        9.614152532      6.274197181     
 860        3.797975409      6.279333085     
 861        0.702052         6.27995         
