 # i        kappa            theta           
 199        9.01521          2.079           
 200        11.4169          2.08252         
 201        9.58451          2.0861          
 202        20.1593          2.09887         
 203        28.1335          2.10639         
 204        15.9758          2.11607         
 205        8.2937           2.12865         
 206        2.38373          2.14256         
 207        1.69498          2.1576          
 208        2.16682          2.1595          
 209        6.29729          2.16217         
 210        3.2041           2.16308         
 211        0.430419         2.16345         
 212        0.873369         2.17556         
 213        0.776078         2.17767         
 214        0.579202         2.18122         
 215        0.500211         2.1824          
 216        0.391927         2.18547         
 217        72.672           2.18579         
 218        0.472698         2.18917         
 219        0.666511         2.19714         
 220        0.647095         2.19864         
 221        1.1932           2.20039         
 222        12.0991          2.20515         
 223        11.0625          2.21268         
 224        10.8901          2.21418         
 225        3.05001          2.22132         
 226        2.43464          2.22371         
 227        20.9152          2.22599         
 228        7.68269          2.23639         
 229        0.708244         2.2428          
 230        3.60572          2.24488         
 231        2.17806          2.24843         
 232        38.4865          2.25283         
 233        2.87697          2.25407         
 234        1.18637          2.26524         
 235        1.35239          2.26915         
 236        4.51662          2.27955         
 237        2.26274          2.28806         
 238        1.38136          2.29176         
 239        0.412098         2.29184         
 240        0.976515         2.29479         
 241        7.19246          2.29732         
 242        2.93917          2.30487         
 243        16.9349          2.30624         
 244        2.04366          2.3126          
 245        0.857734         2.31646         
 246        5.5327           2.31791         
 247        8.40283          2.33556         
 248        4.39829          2.33736         
 249        0.431203         2.33791         
 250        3.81301          2.34486         
 251        4.66522          2.34596         
 252        2.72302          2.3502          
 253        2.90956          2.39976         
 254        9.1462           2.40399         
 255        7.07775          2.40966         
 256        4.02764          2.41371         
 257        5.17282          2.41836         
 258        4.20942          2.43219         
 259        11.5988          2.43933         
 260        3.72345          2.455           
 261        10.003           2.45757         
 262        4.32718          2.46386         
 263        3.1079           2.46994         
 264        3.21926          2.47103         
 265        5.85064          2.48359         
 266        3.31373          2.49217         
 267        6.70766          2.50699         
 268        4.78815          2.51039         
 269        5.6391           2.51118         
 270        5.58693          2.51411         
 271        1.40034          2.52296         
 272        0.391631         2.52305         
 273        2.5794           2.52629         
 274        1.55939          2.52781         
 275        13.5085          2.53029         
 276        2.17813          2.53884         
 277        0.441072         2.53905         
 278        15.0674          2.54557         
 279        0.685136         2.54719         
 280        22.8043          2.57338         
 281        2.45176          2.59306         
 282        18.7934          2.60187         
 283        1.94263          2.64063         
 284        0.406691         2.64071         
 285        6.10798          2.64574         
 286        3.67971          2.66219         
 287        1.72833          2.66403         
 288        2.8204           2.66661         
 289        8.90309          2.67086         
 290        0.950362         2.73092         
 291        0.510375         2.73566         
 292        25.6945          2.73755         
 293        0.50133          2.73943         
 294        0.887207         2.74417         
 295        1.89623          2.76084         
 296        1.78293          2.772           
 297        0.975493         2.77494         
 298        1.62332          2.77625         
 299        0.65023          2.79866         
 300        91.7111          2.82041         
 301        69.6978          2.82808         
 302        0.377864         2.88312         
 303        165.209          2.89093         
 304        0.237227         2.89207         
 305        0.281123         2.89385         
 306        0.314877         2.89519         
 307        0.45622          2.89993         
 308        0.599496         2.90583         
 309        0.637226         2.90785         
 310        0.671291         2.90941         
 311        1.18041          2.91461         
 312        1.18532          2.91498         
 313        2.16028          2.92888         
 314        12.0287          2.94551         
 315        0.357315         2.94637         
 316        1.92851          2.96147         
 317        25.4325          2.97944         
 318        2.01813          3.00433         
 319        5.89106          3.01039         
 320        1.17736          3.01507         
 321        1.1269           3.0212          
 322        0.334436         3.02128         
 323        1.08495          3.02605         
 324        17.5231          3.02631         
 325        1.0869           3.02642         
 326        1.18706          3.03398         
 327        5.29189          3.04791         
 328        3.08949          3.05534         
 329        18.8863          3.05618         
 330        6.92451          3.0608          
 331        0.497031         3.06189         
 332        2.11791          3.07243         
 333        6.85708          3.07856         
 334        3.50854          3.08334         
 335        3.7851           3.09143         
 336        3.35667          3.09666         
 337        6.30504          3.0991          
 338        6.59361          3.10124         
 339        3.66165          3.10204         
 340        20.8552          3.12827         
 341        2.98624          3.13351         
 342        3.29162          3.159           
 343        0.565766         3.15921         
 344        3.07239          3.1696          
 345        16.5526          3.18249         
 346        5.4315           3.20827         
 347        8.26309          3.21489         
 348        1.76855          3.24039         
 349        4.13418          3.25008         
 350        26.7795          3.26541         
 351        17.0277          3.26545         
 352        32.6507          3.2806          
 353        2.21274          3.29266         
 354        5.70114          3.29317         
 355        2.85448          3.30029         
 356        2.06204          3.30916         
 357        7.25536          3.31212         
 358        1.74913          3.31901         
 359        0.421547         3.31909         
 360        1.99682          3.32385         
 361        2.00529          3.32423         
 362        4.31661          3.33251         
 363        7.99312          3.34218         
 364        2.88902          3.35245         
 365        0.572027         3.35266         
 366        0.863041         3.36049         
 367        5.44257          3.36134         
 368        0.86494          3.36219         
 369        3.85452          3.37629         
 370        0.641336         3.37667         
 371        22.0034          3.39838         
 372        4.66126          3.4018          
 373        1.92497          3.40343         
 374        10.6078          3.41643         
 375        14.6894          3.41687         
 376        2.28062          3.43171         
 377        2.96417          3.44064         
 378        2.83687          3.44522         
 379        2.02785          3.44948         
 380        2.04551          3.45162         
 381        5.65768          3.46252         
 382        10.132           3.46596         
 383        3.10508          3.4726          
 384        4.99352          3.48395         
 385        72.1703          3.51433         
 386        18.2185          3.5184          
 387        18.2309          3.51896         
 388        32.4238          3.53113         
 389        0.912708         3.55156         
 390        0.370067         3.55164         
 391        0.736158         3.56617         
 392        7.22528          3.57277         
 393        2.68192          3.57742         
 394        2.07947          3.58005         
 395        0.374296         3.58203         
 396        103.443          3.58669         
 397        1.88713          3.58726         
 398        1.70679          3.58834         
 399        2.63005          3.59038         
 400        5.16522          3.59557         
 401        0.289735         3.59642         
 402        11.6846          3.61093         
 403        7.65486          3.63392         
 404        6.69057          3.63663         
 405        6.68283          3.63798         
 406        1.32115          3.6548          
 407        1.78814          3.65858         
 408        3.72941          3.66229         
 409        0.689772         3.663           
 410        1.67084          3.66692         
 411        2.79811          3.67069         
 412        0.96124          3.68076         
 413        0.398863         3.68084         
 414        1.2276           3.68228         
 415        7.94667          3.6901          
 416        20.1155          3.69488         
 417        28.7027          3.69867         
 418        26.6029          3.70861         
 419        70.3984          3.71759         
 420        6.93729          3.72647         
 421        0.991073         3.73311         
 422        0.314943         3.73319         
 423        1.03792          3.73962         
 424        1.97668          3.74323         
 425        2.49183          3.75686         
 426        0.557254         3.75724         
 427        9.63139          3.76334         
 428        14.2852          3.76931         
 429        9.32481          3.77834         
 430        3.87567          3.78551         
 431        6.08709          3.79255         
 432        4.33872          3.80225         
 433        4.87737          3.80878         
 434        4.724            3.81464         
 435        3.46156          3.82123         
 436        2.75405          3.82234         
 437        3.53407          3.82427         
 438        7.35259          3.82961         
 439        3.04059          3.83205         
 440        4.94048          3.84007         
 441        3.93425          3.85518         
 442        6.91971          3.85701         
 443        3.62745          3.86142         
 444        1.60317          3.8652          
 445        0.425519         3.86529         
 446        3.28166          3.8692          
 447        2.52512          3.87713         
 448        16.3867          3.89374         
 449        11.5955          3.89504         
 450        17.2664          3.89597         
 451        12.0279          3.92785         
 452        7.07308          3.93667         
 453        10.8119          3.95475         
 454        10.0051          3.95659         
 455        10.5505          3.95844         
 456        1.57116          3.96621         
 457        1.85649          3.96692         
 458        0.521349         3.96713         
 459        5.89788          3.99155         
 460        3.60997          4.00279         
 461        4.17747          4.0062          
 462        5.08459          4.01294         
 463        6.01393          4.01832         
 464        5.83354          4.03325         
 465        9.81032          4.06311         
 466        20.7846          4.07404         
 467        0.792032         4.09815         
 468        35.4874          4.10892         
 469        22.6451          4.10903         
 470        27.6422          4.12193         
 471        4.99232          4.13448         
 472        3.25784          4.14933         
 473        2.8866           4.15959         
 474        4.9397           4.16242         
 475        4.6381           4.16922         
 476        2.83215          4.18137         
 477        3.44673          4.18537         
 478        4.61828          4.18698         
 479        2.79711          4.1893          
 480        5.54822          4.19055         
 481        4.44615          4.20501         
 482        4.45407          4.20655         
 483        6.76153          4.21952         
 484        1.55902          4.22784         
 485        10.833           4.24101         
 486        1.52094          4.24915         
 487        3.4218           4.25143         
 488        8.44764          4.27082         
 489        50.9584          4.27446         
 490        0.50775          4.27913         
 491        1.63467          4.28825         
 492        29.8848          4.32031         
 493        0.339855         4.34213         
 494        108.54           4.34572         
 495        0.235202         4.34577         
 496        0.299786         4.34783         
 497        0.369272         4.34931         
 498        0.608576         4.35524         
 499        0.67308          4.35779         
 500        2.1412           4.36132         
 501        0.768242         4.36352         
 502        0.836685         4.36737         
 503        0.856014         4.36826         
 504        1.21356          4.37302         
 505        0.306989         4.37311         
 506        2.07666          4.38689         
 507        14.7856          4.40729         
 508        0.849058         4.42463         
 509        0.797717         4.42673         
 510        0.708911         4.42937         
 511        9.03674          4.43653         
 512        74.9             4.44223         
 513        0.415568         4.44563         
 514        0.667651         4.45036         
 515        0.726904         4.45171         
 516        0.845203         4.4551          
 517        2.35886          4.45859         
 518        0.980816         4.46112         
 519        4.56353          4.47619         
 520        8.48616          4.48484         
 521        3.35237          4.49529         
 522        0.592265         4.49567         
 523        1.77821          4.50367         
 524        3.72518          4.50526         
 525        2.56107          4.50707         
 526        2.81637          4.51354         
 527        2.61504          4.51684         
 528        1.94399          4.51984         
 529        7.33255          4.52486         
 530        2.18016          4.53399         
 531        3.15654          4.538           
 532        1.27254          4.54705         
 533        1.14375          4.54931         
 534        5.08452          4.55602         
 535        2.86797          4.55794         
 536        3.12238          4.56117         
 537        38.6672          4.56275         
 538        0.485843         4.56567         
 539        17.5689          4.57744         
 540        3.11004          4.5841          
 541        2.07435          4.59263         
 542        4.06423          4.59698         
 543        0.671899         4.59753         
 544        9.85602          4.60965         
 545        2.80929          4.62122         
 546        2.84077          4.62681         
 547        4.46806          4.63413         
 548        2.64412          4.64303         
 549        4.24457          4.64848         
 550        2.27036          4.65305         
 551        5.24177          4.65523         
 552        4.20818          4.65785         
 553        16.3117          4.66404         
 554        3.83944          4.67198         
 555        2.82279          4.67807         
 556        8.05651          4.67887         
 557        3.50561          4.68717         
 558        4.72372          4.69961         
 559        0.760307         4.70015         
 560        3.75686          4.70938         
 561        5.80168          4.7224          
 562        1.66834          4.72564         
 563        19.0185          4.72959         
 564        4.98157          4.73441         
 565        2.16839          4.74001         
 566        3.90873          4.75367         
 567        2.97329          4.75421         
 568        9.73734          4.75679         
 569        4.72199          4.76669         
 570        9.5896           4.7717          
 571        2.2873           4.78265         
 572        5.42678          4.78889         
 573        0.900406         4.80099         
 574        4.60694          4.80323         
 575        0.985041         4.80899         
 576        2.68436          4.81302         
 577        0.729158         4.81603         
 578        0.540333         4.82077         
 579        70.5906          4.82417         
 580        0.483207         4.82758         
 581        9.13828          4.84186         
 582        14.6941          4.84357         
 583        0.636678         4.84866         
 584        17.6623          4.85669         
 585        8.41467          4.86652         
 586        0.518792         4.87216         
 587        1.27414          4.87238         
 588        0.520038         4.87259         
 589        17.4507          4.87974         
 590        0.625923         4.88169         
 591        2.17627          4.8966          
 592        16.0392          4.90783         
 593        3.77323          4.91087         
 594        8.06799          4.92102         
 595        0.738562         4.92231         
 596        4.03617          4.92734         
 597        3.28618          4.93324         
 598        5.51954          4.94179         
 599        8.39639          4.94318         
 600        6.96963          4.94558         
 601        2.04132          4.9499          
 602        4.0159           4.96783         
 603        2.82907          4.97136         
 604        2.8851           4.97351         
 605        3.62812          4.98146         
 606        4.85719          4.98159         
 607        2.5055           4.98935         
 608        3.14394          4.99059         
 609        4.88104          5.00186         
 610        7.50173          5.00194         
 611        14.616           5.00322         
 612        3.84572          5.00478         
 613        1.84656          5.00947         
 614        3.75872          5.03842         
 615        5.39155          5.04492         
 616        3.34775          5.05054         
 617        2.68867          5.05706         
 618        1.77122          5.05776         
 619        2.51033          5.06267         
 620        2.654            5.06759         
 621        1.42922          5.07428         
 622        2.47391          5.07819         
 623        1.38443          5.08232         
 624        1.38265          5.0827          
 625        2.14038          5.08761         
 626        0.975485         5.0896          
 627        1.99922          5.09252         
 628        1.82357          5.09606         
 629        0.771499         5.09742         
 630        0.704502         5.10203         
 631        0.533778         5.10581         
 632        0.442507         5.1075          
 633        11.8107          5.11283         
 634        79.2986          5.11498         
 635        0.439548         5.12214         
 636        0.532072         5.12637         
 637        0.589358         5.13742         
 638        0.560756         5.14094         
 639        5.34973          5.14722         
 640        0.299625         5.15225         
 641        76.7134          5.15564         
 642        0.262144         5.15853         
 643        14.9786          5.17045         
 644        31.8492          5.17181         
 645        9.9726           5.179           
 646        1.89385          5.19849         
 647        1.68232          5.21409         
 648        13.6444          5.21734         
 649        2.18625          5.22013         
 650        5.75711          5.22385         
 651        0.596558         5.2247          
 652        7.60232          5.24335         
 653        8.0813           5.25448         
 654        0.721399         5.25546         
 655        7.57405          5.26593         
 656        13.2131          5.32469         
 657        0.632498         5.32616         
 658        5.15147          5.32983         
 659        2.56474          5.33761         
 660        5.71316          5.34366         
 661        2.28385          5.34537         
 662        6.68112          5.35359         
 663        1.59896          5.36508         
 664        2.78829          5.36678         
 665        1.46052          5.37516         
 666        3.18331          5.37769         
 667        2.05218          5.38051         
 668        0.912022         5.3829          
 669        2.1624           5.38542         
 670        0.219451         5.38668         
 671        17.5687          5.38698         
 672        0.293008         5.3874          
 673        6.56811          5.39379         
 674        3.65802          5.39581         
 675        1.14177          5.40369         
 676        11.6805          5.40905         
 677        4.05126          5.41204         
 678        11.6756          5.41418         
 679        1.9943           5.41855         
 680        1.5061           5.4216          
 681        5.71308          5.44039         
 682        2.51842          5.45197         
 683        3.44064          5.45323         
 684        4.06942          5.45713         
 685        3.92587          5.46935         
 686        1.70064          5.48162         
 687        0.902688         5.48547         
 688        12.856           5.48709         
 689        0.899123         5.48871         
 690        1.47621          5.49344         
 691        2.82633          5.49679         
 692        6.1433           5.50499         
 693        3.23788          5.51309         
 694        4.33496          5.5329          
 695        4.28707          5.53414         
 696        16.496           5.5444          
 697        2.05645          5.54703         
 698        2.02762          5.55103         
 699        4.47836          5.56152         
 700        0.917568         5.56435         
 701        3.41432          5.56991         
 702        27.6427          5.57346         
 703        2.06724          5.58146         
 704        3.41546          5.58662         
 705        3.49156          5.59413         
 706        1.41926          5.60452         
 707        5.61427          5.60589         
 708        2.28616          5.61277         
 709        5.84831          5.61614         
 710        5.21221          5.61853         
 711        58.8274          5.62629         
 712        0.30802          5.62686         
 713        0.326619         5.6283          
 714        2.56097          5.62982         
 715        0.542925         5.63158         
 716        0.700857         5.63304         
 717        4.3821           5.63821         
 718        1.19256          5.64437         
 719        1.28587          5.64626         
 720        2.98707          5.65291         
 721        1.64396          5.65388         
 722        4.99064          5.65966         
 723        0.56604          5.66021         
 724        1.26031          5.66498         
 725        0.391439         5.66506         
 726        3.53888          5.66699         
 727        2.85391          5.68069         
 728        2.69516          5.6855          
 729        1.51162          5.69051         
 730        0.357831         5.69059         
 731        22.2903          5.70045         
 732        2.82597          5.70163         
 733        4.43585          5.71059         
 734        0.45825          5.71097         
 735        2.88105          5.72064         
 736        6.12977          5.72968         
 737        3.91166          5.74075         
 738        9.25498          5.74289         
 739        3.2281           5.76438         
 740        8.26852          5.76842         
 741        0.829155         5.7694          
 742        3.61246          5.78116         
 743        5.86622          5.79099         
 744        2.81815          5.8074          
 745        4.9842           5.80898         
 746        8.24654          5.82055         
 747        3.53819          5.85529         
 748        3.50211          5.85637         
 749        0.704356         5.86377         
 750        24.8749          5.86595         
 751        0.786564         5.86861         
 752        4.91817          5.88282         
 753        0.57538          5.88336         
 754        4.46134          5.88814         
 755        5.90645          5.90141         
 756        2.98607          5.91577         
 757        1.06627          5.91782         
 758        5.83214          5.92265         
 759        2.31768          5.92427         
 760        1.483            5.92919         
 761        7.45042          5.93294         
 762        1.72683          5.94104         
 763        0.495559         5.94226         
 764        60.2144          5.94773         
 765        1.50219          5.9499          
 766        24.6388          5.96046         
 767        20.0128          5.97643         
 768        12.1924          5.98812         
 769        8.66685          5.99692         
 770        1.66713          6.00373         
 771        9.66295          6.00917         
 772        1.82031          6.01582         
 773        8.47194          6.02094         
 774        3.62222          6.02277         
 775        4.46609          6.03223         
 776        3.29972          6.04707         
 777        3.44792          6.05248         
 778        1.91292          6.07771         
 779        0.387628         6.07779         
 780        7.25735          6.08283         
 781        3.65976          6.09648         
 782        0.707838         6.13692         
 783        46.939           6.14039         
 784        3.01063          6.14259         
 785        2.96513          6.14729         
 786        6.69276          6.18606         
 787        4.51259          6.19388         
 788        16.7682          6.19698         
 789        2.453            6.20579         
 790        5.44264          6.21765         
 791        8.84917          6.24217         
 792        6.08749          6.24717         
 793        3.63303          6.25378         
 794        3.99631          6.27044         
 795        3.86122          6.27499         
